79.2699 23.7031 5.44435 4.80966 4.68255 2.29876 2.96401 22.7834 112.94 27.8122 3.33099 2.61649 4.75143 2.98708 3.55699 30.9392 128.687 28.2615 1.9218 1.26521 1.58155 1.25096 2.51217 33.1522 62.2533 14.3001 2.40131 2.36842 5.35117 5.18629 5.97011 22.0885 105.172 28.1394 3.90611 3.15396 4.25428 2.46936 3.21374 29.2681 123.264 31.7713 5.3225 5.07365 7.60196 4.32683 3.67301 28.7547 138.368 34.7216 2.43747 1.70512 1.84238 1.30925 2.08674 28.4823 84.5423 18.4499 3.13416 3.45449 6.30869 4.46603 4.55577 22.0756 105.149 28.7302 3.10737 2.36254 4.31368 3.29211 3.81526 27.9321 123.613 28.9083 3.78881 4.18574 7.77267 5.08175 4.94282 31.1347 138.352 27.9692 2.12778 1.43686 1.89418 1.56414 2.28767 34.9349 84.3329 21.3349 4.48638 4.72719 6.42083 3.22883 3.03999 18.9793 79.0817 21.9298 2.94332 2.36138 4.69319 4.75764 5.33437 23.2494 113.317 30.1035 3.47696 3.07515 4.99212 2.62559 3.09711 27.4277 129.531 32.2029 2.2448 1.23532 1.64262 1.16427 1.79602 28.4881 61.9296 21.1541 5.51206 5.20609 5.59947 2.31845 2.38495 14.465
68.78 59.5976 20.405 8.16503 5.0901 4.18243 6.36337 22.5816 69.099 50.5448 18.5026 8.77856 7.01267 8.13993 13.7341 34.9557 39.4617 29.6931 18 11.6665 10.7292 14.6017 22.6557 33.3947 24.4401 20.9552 14.4788 11.922 13.4957 17.3943 19.8155 21.8117 98.5698 74.6487 21.4291 7.17027 4.66521 3.4839 4.69208 23.7071 124.248 48.1819 9.22144 3.5978 3.06082 6.12128 17.5869 69.1897 40.6313 17.4968 15.1546 20.2014 23.4758 31.0867 40.0906 44.8365 29.4824 27.0919 20.4996 16.8489 15.5068 15.8907 18.9479 24.0894 115.617 67.8332 12.0826 4.42818 4.26431 3.83326 5.42419 32.1575 126.902 82.5477 19.4433 7.13014 2.60212 2.10341 3.79716 32.7629 38.3385 42.575 43.3683 41.1433 25.6509 16.4636 11.8934 14.2946 29.6549 29.26 24.212 20.2594 15.9495 13.5855 14.5857 20.6524 94.5136 61.5967 9.92373 3.5509 5.10286 6.33173 7.35242 28.1278 100.363 79.7687 19.7619 6.22284 3.54997 3.03173 4.97527 26.4148 41.5224 46.3423 29.449 18.5528 12.4197 10.1384 11.4039 19.7739 25.1909 24.9841 22.1524 19.2291 14.4179 11.2025 11.5257 17.1152
34.0955 26.8531 20.8655 18.3026 13.5184 10.0541 12.7342 22.9535 69.3035 29.7182 13.0557 8.29515 6.84671 8.57081 21.2714 59.3344 56.3568 20.7905 8.07975 5.15098 5.75322 11.363 33.0847 68.1648 28.5704 13.9031 7.6221 7.16264 10.6942 18.2603 29.6552 37.8682 55.1825 37.0275 24.9848 20.4949 15.6418 12.4814 13.6354 23.8751 123.764 41.9815 7.69541 3.24498 2.2883 4.5205 22.3028 84.5917 61.184 14.5897 7.01967 6.76793 9.93752 21.3874 51.6375 76.5179 28.9365 17.2111 11.6203 11.3481 14.1854 19.3468 27.7487 34.9008 41.1008 14.907 9.24516 10.7855 14.5516 30.6658 63.9548 55.727 126.208 62.9134 7.14468 2.19944 1.76108 6.30621 33.7823 79.9578 73.5698 48.6313 22.3699 13.5548 12.2154 15.2459 20.9097 31.9223 24.4423 20.826 17.0951 16.5425 16.6104 17.7609 21.1001 23.1876 19.7833 5.34578 2.71476 2.38503 4.93331 26.3831 88.2384 75.4336 40.5251 9.018 4.08016 3.59377 5.31538 20.3851 83.2189 93.7908 36.5845 18.5522 11.6648 10.8226 11.7898 18.7873 36.6852 47.1393 16.9189 14.9278 15.9912 18.3794 17.0496 16.4059 18.9431 18.5888
45.0817 103.569 52.5173 10.4175 3.59847 2.0103 2.33254 6.29916 66.8565 109.409 33.0502 6.27787 4.01985 4.10514 5.00629 9.03345 27.9506 32.7002 18.5136 12.566 11.9928 11.9983 11.0384 12.7753 12.4938 13.1123 11.4225 11.2296 14.7006 15.6137 12.5518 10.7322 65.7442 86.0054 41.7312 14.6816 10.9812 7.42774 6.19597 14.2165 135.721 111.747 16.659 1.97248 1.34346 1.78848 3.23788 27.1247 75.3375 27.0383 10.9434 10.6618 13.2942 14.7206 14.7157 24.2858 18.5597 15.9485 12.3019 12.4587 15.2843 14.6826 13.2515 14.6927 73.1013 17.9756 7.41798 7.12236 12.0642 15.574 30.6096 73.0498 136.791 28.7554 2.68908 1.31319 1.26767 1.84955 10.7857 98.8169 80.5874 22.2093 11.0633 11.4591 13.1587 12.6479 11.9986 27.4009 17.8344 12.9449 10.977 13.6305 16.2138 14.7224 13.9012 15.5801 56.0063 9.81191 2.95574 2.67632 5.36164 11.5954 38.1008 85.6567 92.1564 15.4709 4.35882 2.77004 2.60223 3.8562 20.311 100.024 39.1404 16.0247 10.6925 10.812 10.8408 10.3738 13.9013 30.8525 12.0786 10.4525 12.0462 15.9956 15.8463 11.9448 10.2576 11.1579
29.5259 23.5224 18.1478 15.9907 10.2206 5.98601 7.15037 15.8948 53.9316 27.7369 14.3765 10.1177 7.62191 7.961 13.8048 34.8678 43.7281 18.6717 10.819 9.40289 11.4789 12.9991 22.3098 46.0288 66.1149 17.4075 5.88805 4.33301 4.62669 6.08323 17.3593 63.7293 45.4772 27.4649 17.8241 16.7185 12.1926 7.79352 6.68178 16.0281 110.472 32.087 8.24204 4.51576 3.45664 5.74166 15.8901 56.5746 63.5658 12.7671 5.22477 7.66893 14.6281 23.6915 40.2804 68.7433 90.4563 11.904 2.69383 2.55713 3.40763 5.06429 20.7941 101.42 45.9649 20.7728 10.0873 11.4631 13.9272 13.8903 12.5537 20.2414 117.535 61.9231 10.8156 4.51334 2.8194 3.16005 5.28997 27.5206 103.008 35.837 13.7378 11.129 9.35851 8.55697 13.7106 62.3168 101.677 13.294 2.76765 3.26662 3.70583 3.55676 13.9403 99.2661 30.8331 12.8452 6.10555 6.9532 11.5006 15.4855 17.3904 26.0782 88.89 29.8457 6.3669 3.77265 3.9752 6.06623 12.4362 51.0091 111.944 26.8773 5.03389 2.81623 2.12766 2.51291 8.87653 77.7513 85.1659 18.8551 6.91441 7.37013 5.46804 3.07822 7.96433 67.4815
14.9556 9.45755 8.23742 36.8914 99.3606 28.7916 5.22038 5.62185 103.536 39.9695 11.3347 15.1181 23.4331 5.3892 4.52259 32.5734 64.0722 24.8812 9.25154 6.42623 7.13666 7.99414 11.4289 33.2948 18.8027 14.0798 9.2819 9.58931 14.3048 14.2821 12.179 13.6511 20.3519 6.12506 4.46501 44.6723 129.105 38.4048 3.8496 5.33287 134.648 27.3868 4.59203 11.6711 28.6191 6.83608 4.80219 52.4487 77.5637 16.7926 8.22574 9.21732 11.2842 13.6618 16.5931 39.7328 23.0369 16.9469 11.4248 11.8382 15.8705 14.4183 13.1777 16.333 21.0938 5.65548 3.9332 43.1099 132.231 38.7946 3.04917 5.18868 135.593 54.4056 4.61482 7.88994 28.9353 8.23956 2.77447 23.9176 82.0013 37.1186 13.4694 11.462 11.1136 10.5414 9.96373 18.8624 23.086 14.8049 10.3439 12.3702 16.4397 13.8786 13.9926 18.4285 15.3017 5.31281 5.13084 33.3345 109.687 32.7893 5.44436 7.93973 115.277 37.8416 4.17192 5.46631 23.1029 10.3774 6.96842 35.9817 73.5159 35.9436 10.5334 7.2324 6.73095 5.822 7.98777 24.2489 19.0088 13.9678 11.7496 13.9973 15.1203 10.0748 9.19345 13.4426
10.033 8.24473 11.399 17.3229 17.3554 12.912 10.5989 10.4338 67.3905 14.7084 9.09704 10.8511 11.8616 10.4137 11.2329 32.7995 158.769 15.3033 1.53486 0.897362 1.00418 1.4576 6.07643 94.3561 55.7592 7.22606 2.79508 4.41297 8.1332 8.90254 13.9507 43.064 13.1385 12.2053 14.156 17.7053 17.924 14.3197 11.7808 12.52 105.309 30.4223 14.5782 16.1587 16.4342 11.4661 8.06477 17.359 167.135 44.7847 2.3721 1.53092 1.24844 0.894889 1.76976 45.0513 64.3549 13.0724 6.57355 10.3694 13.3558 8.80244 8.01537 21.5478 12.0618 12.9448 15.6616 18.7075 19.6662 15.4891 9.55983 8.99853 117.248 17.6987 11.2824 15.5862 17.0401 11.2523 7.66253 26.5249 167.164 27.8172 1.67407 1.5749 1.49075 0.959251 1.29278 49.4633 62.8201 16.1313 8.33942 13.1329 14.0227 6.56419 4.84766 13.868 9.48286 8.2157 9.14421 13.7822 19.4969 18.374 11.8484 8.32417 104.283 16.666 5.96802 7.79284 10.5357 9.73295 10.2546 36.908 164.353 27.8524 1.74926 1.58391 1.48074 0.945236 2.36827 53.956 43.7844 13.2623 6.67047 10.809 12.1206 5.63055 5.08238 14.2483
55.7388 29.1368 13.3132 14.3152 10.9599 5.86729 6.02918 17.963 139.435 52.8172 4.55447 2.07938 1.31345 1.17513 3.40785 42.0704 91.418 25.3008 4.76124 3.89695 4.65022 5.40089 9.30238 36.4068 16.1247 9.9515 6.67974 8.70013 13.3389 13.4127 11.2659 12.4174 70.3214 31.3606 15.9576 17.5783 13.9184 7.76038 6.54983 19.4561 146.526 51.5294 4.07049 1.89521 1.05193 0.903522 2.18184 41.8595 115.067 29.0953 8.47123 7.56326 6.51147 5.25624 6.63414 29.9021 21.207 16.0545 11.9587 13.0014 14.0063 10.1605 7.95686 11.6852 65.6293 15.5009 8.49244 11.0538 12.6232 12.5954 20.8857 55.9845 144.441 35.9263 2.51693 1.13522 0.873182 1.35808 9.48394 91.5786 103.132 33.0964 11.6914 8.39954 6.55027 5.61032 8.15595 31.4986 20.7831 15.8737 12.6093 13.9744 12.7137 8.63694 8.94864 14.1434 52.5365 5.82738 2.21218 2.67119 4.76496 10.0761 37.1635 97.5078 99.9333 7.93662 2.13358 1.51935 1.61423 3.16445 24.8571 128.861 44.8847 12.9401 8.09387 8.15687 7.65472 8.23291 15.6149 44.6062 12.9382 10.2911 11.1001 14.6513 12.4865 8.76158 9.59747 12.4249
13.0149 28.3968 59.7825 46.2878 13.6719 6.03436 6.15706 8.28183 10.105 34.6853 82.9275 62.3549 16.2965 5.79928 4.32689 4.86649 24.2234 48.0811 68.637 43.0014 13.8409 6.15569 5.61149 9.95181 22.0143 31.7625 36.6646 25.7863 15.3068 11.1253 11.0015 14.9449 10.1507 30.5857 78.8788 66.3673 19.7824 6.69517 4.5476 5.37602 18.0803 38.2198 99.4766 89.9982 24.1619 5.90858 2.58497 3.58599 107.794 75.9617 57.188 23.4841 6.04663 4.65956 7.35926 29.6936 39.7712 27.1635 23.1896 24.6346 22.6035 19.8889 19.4353 25.2939 12.932 24.4644 52.645 52.8132 27.6421 14.2197 8.79253 9.17799 53.9537 23.3188 38.5046 49.0477 30.0608 18.3041 17.254 30.4512 121.696 49.7595 18.9346 12.1013 6.61356 5.34739 9.87769 56.1563 36.9046 28.3207 33.8829 39.268 26.9578 14.959 10.8067 16.0257 14.527 15.0643 19.03 23.9805 24.9691 23.5449 19.8935 16.1789 47.0991 28.0605 17.4969 15.4153 14.7788 16.4192 22.7156 35.0673 69.7343 49.6402 26.158 15.5674 8.53171 7.02488 12.843 33.4013 26.1024 28.7561 31.0464 27.9192 16.5087 9.75543 11.1032 16.888
38.7018 41.1446 23.9504 22.0902 20.9055 12.7709 8.07021 12.9487 101.972 75.7949 19.4306 9.7447 9.28135 6.52262 6.39679 28.2264 30.8398 21.0633 18.173 39.3913 60.9133 30.8175 11.9538 14.8084 15.3589 15.5922 17.8845 31.7213 43.3813 24.4392 12.1267 11.6739 44.0691 23.2453 16.7185 25.1526 34.6736 26.8685 15.225 19.1628 128.651 47.7793 8.03507 6.31048 10.8763 9.97831 8.83946 69.2752 43.5233 11.6631 10.3032 37.2327 90.9467 56.2311 17.0106 25.4481 20.6038 15.0157 13.6505 24.4915 43.2841 35.1572 26.6056 24.7428 41.4762 23.7554 17.5029 23.2655 32.4016 26.4052 15.5542 18.2368 125.277 93.351 21.011 9.46543 8.46536 5.75709 4.95162 28.4043 45.633 44.9258 27.3072 36.4145 62.8581 39.3326 17.7197 16.7738 20.698 11.5512 9.13964 14.9571 31.7218 42.0628 39.8552 32.1094 23.8172 24.1244 18.4907 19.5908 26.1421 21.6356 13.1095 13.5782 86.6759 77.1036 20.7801 8.12776 7.71672 7.51997 8.25472 24.4699 61.8034 61.4565 26.81 14.9123 13.4372 12.445 12.5922 24.702 20.1643 18.9619 18.7623 22.2152 25.6706 23.6907 18.9383 18.605
14.2661 13.6719 21.957 44.0376 36.5867 17.1579 13.2266 14.6386 8.82961 12.2648 32.1975 72.4131 59.0863 21.4088 9.50596 7.89594 32.1724 24.7345 29.3077 38.9804 30.6844 18.1752 19.7331 31.1151 30.7609 19.3122 14.6358 13.5434 14.5474 19.5548 30.4644 38.8392 11.433 15.8736 32.3426 65.7131 53.3335 17.5974 9.47811 9.6162 19.0411 18.8634 44.1416 104.412 86.1838 20.0221 5.09012 5.27322 116.017 54.4655 28.0114 27.3001 14.2369 10.5269 19.3 54.8183 42.7426 16.772 12.91 17.1195 22.6377 32.0578 40.2782 44.5412 11.0993 13.5563 25.3181 50.1029 54.9332 29.3672 14.6157 11.4411 24.7671 8.07126 11.5585 45.6563 79.2905 62.4885 38.7126 27.0011 117.079 50.1367 16.6173 10.7622 11.4522 17.557 28.0571 61.7739 43.5998 37.6269 35.9627 31.8864 22.7014 16.9431 14.1746 20.2556 13.4332 12.3688 15.1877 24.8474 34.9486 30.7053 22.1149 16.7333 19.6732 12.4694 12.0863 19.8447 35.3732 42.0039 38.7229 30.5403 42.247 29.0883 17.4092 15.0233 17.6654 23.3766 33.005 41.1523 29.5948 28.8872 24.9265 19.9515 15.2567 13.8796 17.8727 24.4303
24.3281 9.60693 10.9964 14.59 12.6376 15.9462 43.7365 57.3838 83.1548 18.5224 5.92158 3.90137 2.6083 6.57867 36.9338 93.8912 97.1173 20.5831 3.60838 2.1171 2.67875 5.53264 25.0942 88.9544 29.2519 9.97447 5.83419 8.29675 15.4305 20.9021 30.6291 41.2909 22.2938 3.49748 2.43542 4.05966 7.36125 24.2454 86.796 90.7044 72.178 19.0714 7.10714 8.7244 16.8035 34.695 64.4386 72.2477 124.847 56.1602 7.38166 4.12768 4.07611 4.98211 9.71139 46.57 41.6915 19.0174 12.8579 20.6083 25.6528 19.8472 16.6336 22.1324 28.6147 9.98401 6.28502 7.20502 10.7818 23.7904 61.6577 69.2532 24.7081 5.94567 4.60334 10.6894 30.3734 64.9117 72.5114 42.1945 107.595 35.6049 10.2951 7.3715 7.16106 14.0251 29.6428 56.0494 36.7687 29.5828 26.2989 29.5262 22.4797 11.2492 7.61561 12.9562 27.3216 18.8712 14.0659 13.2513 12.6281 13.9491 20.7411 29.2887 19.5025 15.8401 15.9853 20.7136 24.354 25.3958 26.7432 22.6167 36.0918 25.6684 18.3381 18.2352 16.7361 15.8919 19.2746 25.4642 22.3102 23.5472 22.3179 22.646 16.9562 10.5036 10.1074 14.2712
17.4561 36.9743 54.3604 38.4037 16.0808 8.8462 8.0952 9.87072 21.5943 55.6224 73.8958 41.4268 14.5119 8.25909 7.14055 8.83217 39.1196 57.9285 51.4188 25.6516 13.2473 10.4176 11.1772 17.4012 25.8835 29.6136 25.6595 17.3463 15.0466 16.6372 18.9011 20.6662 16.044 25.4567 36.6825 35.6287 30.397 29.7894 26.4218 17.4107 30.4974 50.7039 68.2017 53.4247 35.8484 30.8402 18.8006 11.5603 117.132 80.8345 38.923 14.3105 6.26034 7.44522 12.6269 39.8401 45.233 25.6024 18.7146 19.1016 20.2825 24.1829 27.0454 30.1804 16.6918 10.9306 9.96838 12.1791 24.9213 51.4447 59.6461 35.0094 21.4845 7.25171 7.57121 13.9721 36.1481 85.5407 89.8536 43.0059 112.256 38.0992 15.7052 9.83739 8.64725 22.1339 48.736 75.9029 39.714 34.824 37.17 31.9786 20.5931 15.0354 13.2629 18.4688 19.628 16.3587 13.8461 12.3847 16.9048 31.455 37.7414 26.8162 16.8223 14.4754 14.8869 17.131 24.6072 45.2052 51.6 28.0943 25.0022 20.5123 19.4865 19.9035 22.6732 30.9902 38.9539 32.1477 21.8696 24.6297 25.8459 21.4154 16.7156 16.6872 19.8163 20.8183
27.0827 38.1968 35.8389 23.5705 14.0394 10.4087 10.1962 15.0134 39.7766 41.43 32.444 21.5848 16.4488 17.3788 21.8082 30.1397 22.4438 29.0839 30.3443 27.1071 26.955 31.0743 26.2491 19.9577 24.0784 30.2357 28.7955 21.6609 17.2245 16.4223 15.1333 17.3804 45.4697 33.8356 32.5433 27.2303 20.7269 18.4354 13.897 17.5233 118.44 44.2892 16.7625 10.2649 10.2791 21.8898 38.7855 85.8723 22.8674 13.0605 15.5815 37.7604 78.649 88.0648 55.8471 32.9792 27.1048 29.9787 26.7955 25.0886 30.2204 26.9346 21.7 22.5158 40.9179 21.026 14.9987 16.9885 23.0649 32.1031 30.7097 26.4178 112.802 98.3578 74.5081 29.6432 10.6251 10.3128 10.9483 27.2112 18.5862 41.1891 94.9271 102.014 63.4969 21.2081 7.17107 8.15212 27.211 34.1682 37.1535 35.5405 26.4539 16.7301 15.8107 19.8866 17.518 19.726 20.6645 19.8219 21.9556 25.6385 22.8094 18.4034 18.221 35.1408 45.902 30.5726 24.1176 22.9207 18.919 15.6003 23.6286 32.2658 51.1943 35.7078 16.7962 15.0237 17.2755 20.3465 28.6289 30.1896 27 18.2944 12.3294 12.349 16.5025 23.1528
